Emotion,Text
surprise,George knew that she was a bit nonplussed at his eagerness for her to have her own social life .
disgust,Woody Allen wrote and directed this comedy in which he stars as New Yorker Isaac Davis who is in love with his city but disgruntled with his job as a TV comedy writer .
shame,"` I 'm embarrassed at the way it 's playin' up . "" "
shame,"` In every sense , of course , including the biblical , "" he added in a penetrating whisper clearly audible to his embarrassed family . "
happy,"Nevertheless , no writer , however self-sufficient , writes without a thought of an audience , and Tolkien was happy to discover anyone who could appreciate what he was up to . "
fear,"Thus the dialogue and its frame emphasize the bond between the two of them , and thereby further underline the horror of the sacrifice of which they speak . "
happy,Her stumbling repetition masked a growing delight at his basic error .
shame,"I was shaking with embarrassment that he could talk to me in this way at all , as if he knew me , as if he had the right to question me . "
anger,"Clearly miffed at the failure of their resolution , the Communists opened an attack Thursday on another front , threatening to torpedo the 1997 budget by refusing to take part in the final vote Friday ."
disgust,THE Government 's cash-before-care NHS shake-up has come under fire -- from sickened hospital managers .
happy,` After each Test there was never any great sense of elation but rather that a step towards the ultimate goal was taken .
anger,Lady followed her example rather than suffer at the hands of her infuriated master .
anger,"Rock became aware that the thrilling , magical father , who had taken his young son backstage , on the road , drinking , water-skiiing , was gradually becoming a resentful tyrant . "
anger,In the 1940s wives were still bitterly resentful of the fact that their husbands did not seem to realise that they needed leisure .
surprise,Paul 's tone and expression showed his puzzlement .
surprise,I can understand the apparent stupefaction of all parties .
disgust,Nell swallowed down the revulsion of the word normal .
sad,There 's no reason to feel dejected about the future .
shame,"A little ashamed of losing her self-control so completely , she dashed a hand across her eyes and glared up at him . "
sad,THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary .
shame,"Afterwards , she had been annoyed by her reaction and ashamed of her cowardice . "
happy,"I could never have agreed to such a plan , but was pleased at Mick 's change of mood . "
surprise,"Then Isabel saw Ellen 's stunned face and realised that her maid , at least , did not know she had spent the night alone . "
fear,"She was distressed and anxious at being separated from her friends , and rapidly developed colic . "
surprise,"` A great number , "" said the astounded Mrs Phelps . "
shame,"He was embarrassed about the nature of his illness and reluctant to discuss his bowel function with anyone , especially young women . "
sad,Yet they were not downhearted .
anger,"Morrissey was obviously peeved at The Smiths continued existence as a relatively small ` cottage industry "" . "
disgust,Colette works at marshalling our feelings of revulsion at this voracious creature who has almost killed the poor box thorn .
disgust,"A statement was issued from Ibrox yesterday detailing the unsatisfactory nature of the dealings with Bernard Tapie 's club , while expressing regret that there was nothing more Rangers could do on behalf of their now disgruntled fans . "
anger,When he saw this he was further enraged and started towards the seer with an axe .
fear,The assistant looked alarmed .
happy,Louise was overjoyed with the suggestion .
disgust,A comic romp starring Billy Crystal in which a group of disgruntled New Yorkers play out their frontiersmen fantasies on a two week cattle-drive in New Mexico .
anger,"` It 's absolute nonsense , "" wails an exasperated spokesman . "
happy,Culley imagined Susan 's gleeful smile as she waited for Yorke to work it out .
disgust,Troubled Premier John Major now faces huge protests from disgruntled workers if the cash goes towards creating jobs overseas .
happy,"Travellers might get used to jet-lag in the sense that they learn to live with it , or they might find it progressively more irksome as their initial excitement with travel begins to wear thin . "
sad,As she looked around she felt a twinge of sadness that in a carriage where 70 per cent of the commuters were men there were five women forced to stand in the aisle .
happy,"To our gratification , Blackwells , whom we had approached , expressed interest in the project , something we had not dared to expect . "
fear,"Under danger , in the dark , one feels a kind of particular horror at finding oneself alone . "
anger,Richard Nixon repeatedly expressed his exasperation at having to work with an unresponsive bureaucracy .
happy,Most pool owners are thrilled if they can persuade their fish to breed successfully .
sad,He told of his sorrow at having to quit a job he passionately enjoyed .
shame,Seb was slightly embarrassed at meeting the gipsy .
shame,"` You 're too ashamed of your own contribution to our relationship . "" "
happy,"There were amused smiles , but they did not know at all why Alain had done that . "
shame,Constance was deeply embarrassed at the intimate turn the conversation had taken .
shame,But the council 's so embarrassed about that one that they 're just leaving them to put it right as quietly as they can .
shame,"Obviously he was not going to speak and Jenna was embarrassed at being caught here , more embarrassed still at the idea of walking haughtily to her room without a word . "
happy,Remember that hypnosis is not a party game to be practised by amateurs for the amusement of themselves or others .
shame,Sendei was n't ashamed to show his fear .
fear,"Daisy leaned forward , at once horrified and fascinated . "
sad,"If someone mentions things like ration books , powdered egg , air raids and so on , my stomach turns over and I feel quite depressed . "
happy,What I did n't understand was why I did n't feel happy walking down the street afterwards .
disgust,A disgruntled father whose two sons have been on several skiing fortnights feels school trips are run primarily for the teachers ' convenience .
anger,"Informed by the queen-dowager of their decision , resentful at being refused permission to return home , Anne made her displeasure plain . "
fear,"Concerned as to whether he was adequately looking after himself , but especially concerned as to his future as a writer . "
disgust,Revulsion at what has been happening there is not a prerogative of the politically correct .
disgust,"Homosexuality aroused revulsion in about a quarter of the respondents , another quarter seeing it as sick , odd or ridiculous . "
sad,"` I have naught to offer you , "" the youth was saying and there was sorrow in his voice . "
happy,The excited smile on her face told Ingrid that the girl was enjoying herself .
fear,Melissa stared at her friend in dismay .
shame,They 're embarrassed to have such primitive people represent the country to the rest of the world .
sad,I WAS sad and also slightly amused to read the recent letter from a reader about the skilled worker only being offered 3 an hour .
fear,My friend is very anxious about your welfare .
anger,"Always he gets angry when she takes customers home . "" "
disgust,"A reader , disgruntled in large proportion , sat down to work out how much of his salary he would have to hand over to the Inland Revenue heavy mob for the past year . "
disgust,"` T was to stop you becoming completely distraught , but I was afraid to look at you , afraid to come to you that night in case I saw fear or revulsion in your eyes . "" "
fear,"Annabel said in an agitated voice , ` I feel as if my mind is whirling madly , like a hurricane . "
fear,A helpline has been set up for anxious parents .
surprise,"In her ` Daughter of Evil "" ( McShane , 1980 ) she stresses her own lifelong affection for her mother and her stunned reaction at being convicted and sentenced . "
surprise,"It is also worth speculating on the fate of what must have been a nonplussed Christopher Chryselius , Sir John Pennington must have been thoroughly annoyed at the outcome , too . "
happy,"The finding of the "" goat "" has caused particular excitement , since i is one of the few large mammals to have been discovered this century . "
anger,He was furious with me for ringing him .
happy,I have been looking forward to her visit for weeks and was very excited when I met her .
disgust,I understand the mood but if some of them are disgruntled they are entitled to call an EGM .
surprise,"Before the astounded car owner could react , the Prophet had pulled the door shut , reached over the back of the driver 's seat and jammed the muzzle of the gun into the man 's neck . "
fear,"He was concerned that parents would want to see their children doing ` real "" maths , and advised injecting investigations into the existing syllabus instead . "
shame,But instances like the Primitives get rarer and already one feels ashamed for indulging such backward passions .
sad,I 'm very depressed and have tried to commit suicide several times .
sad,There was real anguish in his eyes .
sad,"` I thought they must have had a quarrel , "" Brand said , and I had the impression he was n't heartbroken about it . "" "
disgust,"Be prepared to train twice as hard on your weaker side and each time you feel fed-up through lack of progress , switch to your stronger side to give yourself a boost . "
sad,He looked so woebegone .
disgust,"` What we are seeing now is a public revulsion against violence in society which is feeding through to a desire for greater sensitivity by programme makers , "" he said . "
sad,"` Of course , we were devastated , but we knew now what had been wrong all along -- and at least they could n't blame me any more . "" "
shame,Strip searching made me feel terrible -- I was dead embarrassed .
surprise,"When anything important happens you 're stunned , and thrown out for a while , and then you recover "
surprise,Police found the exhausted pensioner bewildered by the roadside .
happy,"I saw him return this morning , so pleased with himself . "" "
surprise,"She took two or three large breaths over the top of her bag of groceries , while Mrs Stych watched her stupefaction with complacency . "
happy,"Bang on cue , she strode out on to the stage , feeling none of the terror that had crippled her last performance , the excited cheers of the children bringing a beaming smile to her face . "
disgust,`` I am outraged and revolted by the decision of my supervisors .
disgust,"`` A lot of people , they 're absolutely revolted by the fact that these evil , depraved IRA godfathers can recruit impressionable young Irish people into ( committing ) appalling acts of violence . ''"
happy,The old man answered my knock and his big face split into a delighted grin when he saw me .
anger,"Robyn leant against the door to the office and found herself experiencing the old , familiar surge of deep annoyance . "
anger,He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon .
fear,"His horrified mother made a public appeal for the return of the ring , given to her by husband Alfed 18-years ago . "
happy,"Modigliani , delighted with the atmosphere of warmth and sincerity , resumed his friendship with Soutine and Indenbaum . "
shame,"Friends might be appalled , and employees embarrassed at how little Laura resisted Bernard 's will . "
shame,"They 're a bit embarrassed about us doing their work for them . "" "
sad,Julie is devastated to discover she is adopted and she sets out to find her natural parents .
happy,If you use a fax card you 'll be ecstatic to see that WordStar has the capacity to create faxable files in a matter of seconds .
sad,Of course I like them ; if I did n't I 'd be utterly miserable .
sad,"` I used to be sad and pathetic , but I 'm not so miserable any more . "
surprise,"Ethel shook her head in puzzlement , but a gleam had been coming into Eames 's eyes . "
anger,She said : ` Do n't be cross with them .
fear,"Mr Hamilton said : ` I am deeply concerned at what you have told me and I shall ask for immediate steps to be taken for normal decencies to be observed . "" "
surprise,"When anything important happens you 're stunned , and thrown out for a while , and then you recover "
fear,"She was particularly concerned when , shortly before her wedding day , she discovered that Prince Charles planned to give his friend a bracelet inscribed with their nicknames ` Fred "" and ` Gladys "" . "
fear,"One itemised phone bill to Bedworth 's horrified mother ran to 34 pages of listed calls , the jury heard . "
disgust,"Be prepared to train twice as hard on your weaker side and each time you feel fed-up through lack of progress , switch to your stronger side to give yourself a boost . "
sad,"An anguished groan escaped her , the certain knowledge hers that both she and Cara could say goodbye to that interview for ever if she breathed a word of the truth to him . "
fear,If this happened they would be terror-stricken .
surprise,"If the birds are disturbed during the process , there could be large numbers of stupefied birds fluttering amongst the traffic as the morning progresses with public complaints resulting , "" the report stated . "
surprise,"The man stared at her in stunned silence , his chest rising and falling with some kind of agitation . "
anger,With a small sigh of exasperation she thrust her feet to the floor .
shame,"The kids were mortified but I thought it was a real hoot . "" "
anger,And she was furious that Mr Clarke did not break the news to her before holding a Press conference .
fear,"Typically , Gould 's infrequent letters home detailed only his ornithological exploits , much to the dismay of the household , who were desperate to hear news of a more personal nature . "
sad,He looked most disconsolate .
anger,He gave a little grunt of exasperation .
happy,"With a wide , delighted smile , because she had n't really expected ever to see him again , she teased , ` Are you following me ? "" "
disgust,"I am sickened to now learn that the Government has acquiesced to the other EC leaders on this issue at the Edinburgh Summit and that , for the sake of subsidiarity , this directive has been dropped . "
fear,"George felt anxious that he had had no opportunity to be alone with Tamar , and so there had been no chance of warning her about the groom . "
shame,I could tell from the blank embarrassment in Tom 's expression that she had not acknowledged him .
shame,"Deeply ashamed of my wayward notions , I tried my best to contradict myself . "
anger,The guard stiffened in anger .
sad,"To express their grief over the Warrington atrocity , the people of Dublin sent thousands of floral tributes to Liverpool this morning with the Irish Air Corps . "
surprise,Constance looked at him in bewilderment .
sad,"Bathsheba was watching his expression closely , and she had never been more miserable . "
fear,She shot him a horrified look .
anger,Sister Cecilia was flushed with vexation .
shame,Perhaps I was ashamed of feeling sorry for myself and had to transfer the pity to something else .
anger,Have you ever felt so angry about men that you 've been moved to write a song about it ?
fear,"That is encouraging , yet we are concerned that people are still getting fatter . "
disgust,"A statement was issued from Ibrox yesterday detailing the unsatisfactory nature of the dealings with Bernard Tapie 's club , while expressing regret that there was nothing more Rangers could do on behalf of their now disgruntled fans . "
shame,Flt Lt Marshall was extremely embarrassed and always avoided my eye whenever he came into the Met Office after that .
shame,Eight out of 10 agreed it was OK for girls to carry condoms but half said they would be too embarrassed to buy them .
shame,It is to their obvious embarrassment that they are again together .
anger,"He 'll be cross , but I 'll go . "
anger,"Gazza was blazing mad that his training ground ` discussion "" had been mis-interpreted as a bust-up . "
anger,In Oviedo an infuriated mob was only prevented from lynching the distinguished poet Melndez Valds by the appearance of priests with the exposed host .
disgust,There was world-wide revulsion when the IRA exploded a bomb during a Poppy Day service in Enniskillen in the late 80s .
disgust,"She felt sickened and saddened beyond words and , for the first time , she wished that this thing had not happened to her . "
happy,"` Yes , yes , I did , "" she told him , feeling ridiculously pleased that he was clearly enjoying her first attempt at baking a cake . "
sad,But she was torn by her daughter 's despair .
anger,I was extremely indignant .
sad,Sometimes our bodies and minds seek excuses to experience griefs that we may have put aside or denied because we could n't face them at the time .
disgust,"I know they are working on a building site but we are just fed-up with this disruption . "" "
disgust,We were feeling rather disgruntled at how many good films we 'd obviously missed when a man came on to the stage to read the nominations for one of the categories .
surprise,Her brow creased in puzzlement .
fear,In the aftermath of the war the government was said to be concerned over Turkey 's increasingly prominent international role .
anger,"` Robots , "" he said , ` gave me a means of venting my anger , "" a remark whose logic baffled me until I read another ` Logic alone can not explain this . "" "
shame,KATE went to work the next day rather ashamed of the absurdly flattering photo of herself which had made the gossip column of her daily paper .
happy,"Because of what had happened , some of her excitement at the thought of seeing Czechoslovakia had ebbed . "
sad,"The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay . "" "
fear,"But Downing Street mandarins grew so alarmed at reports of a snub yesterday that the text of private diplomatic traffic , a telex sent by Mr Clinton on Saturday , was made public . "
fear,"When he saw her horrified expression , however , he stopped being a doctor and became quite fatherly instead . "
surprise,"Usually so mentally attuned , so aware of what she was thinking and feeling , he looked angry and nonplussed , unable to understand her withdrawal . "
anger,She was absolutely livid .
happy,He had seen beyond the excitement of being approached for his first book ; he already visualised it on the bookshelves !
disgust,"However , the existence of a potential rival , no matter how eccentric , meant that there was an alternative fascist allegiance open to disgruntled members of the BUF . "
fear,"When Tina and the children moved into the School , Cecilia felt both dismay and guilty relief . "
sad,He was miserable at being left out .
shame,"The Prime Minister retorted angrily : ` I do believe that on reflection you might be ashamed of some of the things you have just said . "" "
disgust,"But they were caught out when accounts assistant Anne Riley , disgruntled at being sacked , told chairman Douglas Bishop of their alleged antics . "
happy,"Whereas in Crime and Punishment and in the novels which follow he can , though his narrow glee over being ahead of the fact is unworthy of his art and of what ` idealism "" and ` deeper realism "" intend . "
happy,I remember being highly amused at his rendering of a young rook 's cry whilst gobbling a worm : it was perfectly true to nature  .
happy,Words bubbled in Jay 's mind with an absurdly happy smile .
fear,"The first important truth for voters in such spirits is that , in their dismay about recent economic and political errors , they are forgetting the immense Tory achievements which preceded them , and are now at risk again . "
sad,"` If you do n't help me , I shall make you more miserable than you have ever been in your life . "
disgust,"Homosexuality aroused revulsion in about a quarter of the respondents , another quarter seeing it as sick , odd or ridiculous . "
surprise,"The next thing he knew he was lying on the floor , half stunned , beans everywhere . "
disgust,"This ` instinctive revulsion from regulation "" is the foundation of his libertarian heritage and it gives rise to a particular vision of how broadcasting should develop and what its purposes should be . "
surprise,Another step forward and Pooley noted to his utter stupefaction that it had vanished altogether into empty air .
disgust,"Now the special envoy of the UN High Commissioner for Refugees , Jose-Maria Mendiluce , says he is revolted to hear those words from Mr Boban . "
sad,Gina bit her lip as her sister 's anguished sobs echoed over the line .
surprise,"Gus said : ` Of course ! "" in a slightly startled voice , and visibly withdrew his vision and his thoughts from some distant preoccupation in which she had no part . "
disgust,Nell swallowed down the revulsion of the word normal .
disgust,"Darren , looking small and extremely disgruntled , was slumped in the front left-hand seat . "
happy,"I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear contented . "
surprise,Joey seemed bewildered as he put one large hand on his mother 's shoulder .
fear,"` When a police sergeant revisited Mr Thompson he was still clearly the worse for drink and was in an agitated state . "" "
fear,We are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems .
happy,Lennox has always truly wanted to fight for the world title and was happy taking the tough route .
fear,"Without another word , Bert Rafferty gently picked up the frightened child and made towards the cliff . "
fear,Then she felt horror and pity at seeing Marcus so confused and so evidently useless .
surprise,He paused as his mother stared at him in bewilderment .
sad,He was beginning to feel a bit despondent about the kind of questions Jean was asking .
shame,She was really embarrassed .
disgust,"A disgruntled postman rang up a radio chat show to complain , and found himself spearheading an anti-Florio movement that culminated in 50,000 people marching on the state capitol . "
sad,"Taking as his theme the great rivers of the world , the Ganges , the Jordan , the Mississippi , the Clyde -- and of course the Boyne -- he weaves a tapestry evoking both sorrow and joy . "
anger,"There was one teacher who used to get so mad that she would throw slates around , with the whole class ducking out of the way . "
sad,She felt guilty when she sensed Beth 's deep sadness .
shame,The manager who seeks to increase the nurse 's embarrassment or difficulties is of little help .
surprise,Shiona frowned at the phone in total bewilderment .
anger,Auguste shot him an indignant glance .
fear,There is indeed much disquiet at any delay in immediate fulfilment .
fear,"Emmeline grew pale , both from horror at Bastide 's plight and her own . "
sad,She looked utterly desolate and all of her thirty-eight years ; her cheeks seemed to sag and her jaw-line looked heavy .
sad,Labour supporters must be in despair at not being able to race away from the Tories in the run up to the election .
fear,How could she be concerned about the choice of jam ?
sad,"He was a plodding lugubrious fellow , and we were delighted with his Wodehousian name . "
sad,"Gloom , on the other hand , sees a noisy , grimy city with crowded underground stations , overpriced restaurants , jostling strangers and mournful faces . "
fear,"Why people , nervous that their little town was being made into a prime nuclear target , should be less nervous for getting a closer look at the cause of their fears is a question not easily answered . "
sad,"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment . "
disgust,"They can be happy and cheerful but they can also get fed-up , frustrated , angry , disappointed and hurt inside -- just like real people . "
happy,"`` We feel at this point actually quite exhilarated , '' said Nicola McIntyre of San Francisco ."
surprise,"Miss Logan concealed her astonishment at this curious lecture , but felt bound to enquire further . "
surprise,We write to express astonishment at the standard of writing that has featured in much of your pre-election coverage .
sad,"Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glory . "
sad,"When Annie 's daughter died at the age of five , she was heartbroken . "
sad,"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked . "
fear,People waiting for trains watched in horror as the violence spread towards the Festi Hall .
sad,"Moreover , I disliked the Lady Eleanor intensely , with her sorrowful face and moping ways . "
anger,"Your eyesight 's not good enough , "" Miss Dersingham said with exasperation . "
sad,"` God give me strength , "" he yelled , instantly turning his attention back to the younger man who stood before him , and whose woebegone expression would have been comical were it not so pitiful . "
surprise,The man turned round and looked at Robyn with startled eyes .
sad,The organisation is glum about the social consequences for Europe .
disgust,"Revulsion at injustice , poverty and denied opportunity , he says , impels people to work for a better world . "
disgust,We are getting a bit fed-up of people saying how badly opponents play against us .
surprise,She was totally nonplussed .
happy,"Of course , it entails extra work , but there is a sense of excitement and children like dressing up . "
shame,"The reason why we are embarrassed to admit this is that we have lived in an age when the self-sufficiency , the autonomy of poems has been elevated into dogma . "
surprise,Zen was so astounded at finding Cinzia there on that particular evening that he could think of nothing whatever to say .
surprise,He saw the bewildered look on Hencke 's face and led him towards two comfortable chairs which stood on either side of a low occasional table .
shame,As she gazed at it she became embarrassed .
surprise,As he looked around he could not hide his astonishment .
shame,A lot of the time you just shoot because you 're caught up in something then you see it published and you 're a bit embarrassed because in your heart you know what it was .
anger,This can be dangerous work : three field workers in Korup were trapped behind a tree by an enraged elephant after their tranquilliser dart missed its target .
disgust,"THE sickened owner of a horse which was attacked in its stable at Newton Bewley , near Hartlepool , is appealing for help in tracking down the thugs responsible . "
sad,He looked so crestfallen that Old Bulldog did n't know what to do for a minute .
shame,"The row over the Fayed brothers ' acquisition simmers on , thanks to the Bank of England 's embarrassment over Harrods Bank . "
happy,Guy 's mouth kicked up at one corner in a wryly amused smile .
anger,Many of the youngsters feel resentful that society is kicking them out .
surprise,"Before she could utter the cry of alarm which rose in her throat his hand had closed over her mouth , and Paige 's startled eyes blinked at him over the top . "
surprise,"Mait was momentarily nonplussed , but soon recovered , as he mentally ran through the possible effects of this on his plan . "
shame,"Many solicitors never overcome their own embarrassment about the amount that they charge , though few go on to lower their fees . "
shame,"Shocked , and bitterly ashamed at the treachery of her own feelings , Polly bent her head to hide her flushed face . "
disgust,"Yet a disgruntled secretary , or one left unemployed by dismissal or the death or recall of his master , might easily be tempted to profit by the information he had acquired in his work . "
anger,"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . "
happy,"She cackled , delighted with the queasy mixture on the plate , hot brown coffee lapping at the pale wedge of sugared pastry . "
happy,"There was no excitement about my first bra -- I even had to pay , because my mum claimed I did n't need one ! "
anger,"Livid with rage , he grabs their cameras and rips the film from them , tearing it to shreds and throwing it in the fire . "
surprise,I tell you I was flabbergasted and right terrified out of my wits .
happy,"Elizabeth cast one happy glance at the dawning delight on the other two faces , and continued with the joyful work . "
sad,"He was drawn to such slow , mournful music and he carried it with him everywhere . "
disgust,"A reader , disgruntled in large proportion , sat down to work out how much of his salary he would have to hand over to the Inland Revenue heavy mob for the past year . "
anger,"He did n't seem offended , he did n't exactly appear contrite . "
happy,"The highlight of the whole tournament -- almost irrespective of their performance on the field -- will be SOUTH AFRICA 's emergence from the woods , a coming in from the cold which is generating a great excitement . "
happy,Hauser was amused at the suggestion .
disgust,Revulsion at what has been happening there is not a prerogative of the politically correct .
surprise,"A stunned Mrs Hanley said as she left court : ` We never wanted anybody to go to prison over this . "" "
happy,"During his fishing time though it was sheer delight for him , his boys were always ready and willing to go to sea , bother U-boats etc ! "
disgust,"He could pretend she was a good housewife , cook and mother to other men who were disgruntled at their wives , brilliant careers . "
surprise,They burst in on the somewhat startled signalman who was puzzled by the dramatic appearance of the two familiar faces .
shame,"` I was so embarrassed , "" said Dave , 38 . "
happy,Her excitement shone in her eyes as she showed him her sketches .
surprise,And even as I did I was astounded at myself .
sad,Joe sat with his head in his hands not hearing the mournful sound of a tug edging shorewards in the direction of the docks or the lonely cry of the seagulls overhead .
surprise,He was astonished at the change in him .
happy,"Perhaps he was just imagining the undercurrent of nostalgia , he told himself as he looked at Cora-Beth 's flushed , excited face . "
surprise,Bob sat up on the bed and gazed at her in astonishment .
surprise,To her bewilderment they both dissolved into giggles .
anger,"In a low , resentful voice , Cullam said , ` I was sick . "
surprise,Elaine Morris stared out of the window in astonishment .
fear,I 'm really frightened .
shame,"Do n't be embarrassed about lying on a bed in the shop to try it out , and make sure you test the actual size you want to buy . "
disgust,"County had lost six of their last eight League games at the Baseball Ground , which had prompted disgruntled supporters to call for the resignation of manager Arthur Cox . "
disgust,"A Swedish couple and a German guy sitting near me were on their feet , that sickened expression on their faces too . "
anger,"` Because she still sounded mad at me , and I thought you might try to dissuade me . "
shame,"The Prime Minister retorted angrily : ` I do believe that on reflection you might be ashamed of some of the things you have just said . "" "
shame,"But by being ashamed of who they are , they 're making it harder for other people to accept them . "" "
anger,"A miffed European Parliament head , President Jose Maria Gil -Robles , who is visiting Paris , promptly canceled a scheduled stop at de Charette 's office --- pending an apology ."
happy,Neither he nor Peter can conceal excitement at being back in the limelight again .
fear,"With a little grimace , she turned to stare with rather horrified fascination at the dark oil paintings that lined the walls . "
fear,"Unfortunately , anxious and stressed people become acutely sensitive to such fluctuations making them worse by their own concern . "
shame,Milton took pity on his embarrassed friend .
fear,"Just before we were to go upstairs to be photographed , an agitated Nigel Lawson came up to me saying that he wanted a word . "
anger,Bernice was so angry she could hardly speak .
disgust,In many schools in the 1960s a revulsion against decontextualised exercises brought about a complete abandonment of the teaching of grammar .
shame,I 'm really ashamed of the matter and therefore return to you the bond cancelled .
anger,"` I 'm not ashamed of it , "" she retorted , taut with anger over his reference to her mother . "
surprise,"Maggie was stunned , but not for long ; her temper surfaced . "
disgust,Colette works at marshalling our feelings of revulsion at this voracious creature who has almost killed the poor box thorn .
shame,The manager who seeks to increase the nurse 's embarrassment or difficulties is of little help .
sad,"` But I feel dismay , sorrow , for so many people in our country who do not share this personal good fortune and who as a result of further years of Tory government will experience further disadvantage . "
sad,You may imagine the anguish of the people as this was going on .
sad,"Then he relaxes into a sorrowful smile , like when you remember someone you loved who died a long time ago . "
surprise,"` Please do , "" said Ianthe , who was temporarily a little bewildered at Penelope 's appearance and unconventional clothes . "
anger,There was a hint of exasperation in his voice .
sad,"He glanced up , saw Auguste 's anguished eyes , and thought he understood . "
sad,"Queen Margaret came out of the church , a veil covering her grief-stricken face . "
shame,"I was shaking with embarrassment that he could talk to me in this way at all , as if he knew me , as if he had the right to question me . "
happy,The proprietress seemed delighted to see them .
fear,"Realising that something had gone wrong , the alarmed miner was making his way out of the pit . "
sad,"` He was depressed and has suffered a great deal of mental anguish . "" "
anger,` I was so mad when your father tried to twist my arm .
disgust,"` What we are seeing now is a public revulsion against violence in society which is feeding through to a desire for greater sensitivity by programme makers , "" he said . "
fear,Yanto realised to his horror he was now the nearest man to the exit bar .
shame,Perhaps I was ashamed of feeling sorry for myself and had to transfer the pity to something else .
fear,She was agitated ; there were a few tears .
shame,"They are not for those who insist that learning must be a serious business and who would feel embarrassed to be caught reading a ` comic book "" . "
happy,"You could make a fortune , "" she said in genuine amusement . "
happy,He broke off as Jim Miller let go a Indian whoop of relief and delighted grins spread across the faces of everyone in the group .
surprise,"Carolyn watched him , caught between her astonishment at his presence here , and the sudden absolutely natural way they were talking . "
surprise,"` Carpenter ? "" her father asked with a tinge of bewilderment in his voice . "
shame,"` They failed to do so , "" said Sherrin , ` and Michael fretted and fumed and explained that his immense following of fans would be mortified and he would be shamed . "
happy,"` Poor things , no life of their own , "" they say , simultaneously thrilled and appalled as they pore over the latest ` revelations "" in the Mail or Express . "
sad,The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recession .
anger,"She is furious that he has married beneath him , but appalled when her vicious attack on him threatens to end their relationship for ever . "
shame,"The row over the Fayed brothers ' acquisition simmers on , thanks to the Bank of England 's embarrassment over Harrods Bank . "
fear,"Perhaps it was something in the dowager-duchess 's voice that caused it , but Joan to her own dismay burst into tears . "
happy,The nurse sent to accompany Leslie tried hard to melt into the background as the overjoyed family spent several hours opening presents under the tree .
anger,She did n't look quite so indignant as she 'd looked before .
happy,"I have explained to pupils that I do not know ` the answer "" and so I can share the excitement of working out a problem with them . "
happy,"He laughed , showing his white , sharp teeth , pleased with his joke . "
surprise,Elaine Morris stared out of the window in astonishment .
surprise,"Gloria stared , her mouth agape , then turned to Ruth in bewilderment . "
disgust,"In an increasingly health-conscious world , executives from Brazil to Britain have become increasingly fed-up with luncheon excesses . "
fear,"There is too much busyness in schools , staff need ` dream time "" too and also the security to try out ideas without becoming nervous about making mistakes or being afraid of failing . "
sad,"Philippa thought , perhaps this news benefits the king , but it brings sorrow for the rest of us . "
sad,"` Was it sad because its mummy was nasty to it ? "" he said . "
shame,She gave an embarrassed smile and looked down at her hands .
happy,The media excitement about Enid Blyton and Captain W. E. Johns soon died away .
shame,I 'm embarrassed for Blade .
surprise,"Lucy felt slightly bewildered , but hid the fact as she turned to Stella . "
anger,It is not uncommon to hear of old women who are cross when asked to perform domestic tasks in residential care !
fear,"Not so much a merciful touch , more likely a measure to prevent suddenly terror-stricken passengers from attempting to escape into the crowd . "
happy,"The ANC , while expressing delight at their decision , nevertheless continued to call for the dissolution of the tricameral parliament , which it regarded as essentially racist . "
shame,"Shocked , and bitterly ashamed at the treachery of her own feelings , Polly bent her head to hide her flushed face . "
shame,"He felt guilty as he thought of Maeve 's sweet face , and embarrassed that he should be so powerfully attracted to a woman dedicated to God . "
sad,"They 'd had a skinful so were n't in a particularly noticing mood but they saw and heard nothing , nothing except what they described as a kind of mournful whistling coming from deep in the wood . "" "
shame,I felt embarrassed at the prospect of meeting him .
sad,"It is things like that which are really destructive to writers , who are often brave about illness and pain , and resilient after all but the deepest grief . "
fear,But there is no doubt that some of these ideas are causing great disquiet among Branch Management and Staff .
sad,A grief-stricken Mr Ellis said yesterday : ` It 's a nightmare .
disgust,"` You are all bloody mad , "" screamed the disgruntled player , in a high piping voice . "
shame,"` Oh , for God 's sake , "" Jack said with an embarrassed laugh . "
surprise,"And having made the mistake a bird seldom gets a second chance , for the startled butterfly takes off , not in the direction the bird might have expected but , apparently , backwards . "
anger,There was something in the journalist 's manner that goaded Blanche 's exasperation into anger .
sad,"Segments in D major and B minor accord with episodes of the drama as this unfolds , but two isolated D minor movements underscore Dido 's anguish at being betrayed . "
fear,"The alarmed Hungarians initially kept this threat to themselves , but have since raised the issue in private both within the Warsaw Pact and with certain Western governments . "
shame,As she gazed at it she became embarrassed .
anger,By now the priest was becoming exasperated with the child who in turn was becoming ever more stubborn by the minute .
